#PROJECTTASKADD,ProjectName,TaskNameLevel1,TaskCode,EstimatedHours,TimeEntryAllowed,EntryStartDate,EntryEndDate,TaskInfo2,Type
F0110200,Simon Levine  - ODI/draft chapter,7460,21.00,Yes,01/04/2012,,Char,1 - Direct
